review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
"Pertama kali saya datang kesini yang saya tuju adalah tempat mancingnya
Di kolam ini adalah tempat budidaya ikan kakap putih barramundi, tapi juga diperbolehkan mancing disini dengan tarif cukup murah yaitu 30rb/orang untuk waktu 3jam saja dan ini hanya untuk mancing tehnik casting saja tidak yang lain, kalo pakai tehnik umpan udang 3 waktu 3 jam auto habis ikannya wkkk... Selamat mencoba on YouTube THE MUKIDI",kesini mancingnya kolam budidaya ikan kakap putih barramundi diperbolehkan mancing tarif murah ribu waktu jam mancing tehnik casting kalo pakai tehnik umpan udang waktu jam auto habis ikannya wkkk selamat mencoba on youtube the mukidi,kesini mancingnya kolam budidaya ikan kakap putih barramundi boleh mancing tarif murah ribu waktu jam mancing tehnik casting kalo pakai tehnik umpan udang waktu jam auto habis ikan wkkk selamat coba on youtube the mukidi,"Pertama kali saya datang kesini yang saya tuju adalah tempat mancingnya
Di kolam ini adalah tempat budidaya ikan kakap putih barramundi, tapi juga diperbolehkan mancing disini dengan tarif cukup murah yaitu 30rb/orang untuk waktu 3jam saja dan ini hanya untuk mancing tehnik casting saja tidak yang lain, kalo pakai tehnik umpan udang 3 waktu 3 jam auto habis ikannya wkkk... Selamat mencoba on YouTube THE MUKIDI",5,MUKIDI THE MUKIDI,2025-01-06T07:49:51.139Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Taman Edukasi Perikanan dan wisata Mangrove Berperahu, seru dan edukatif bagi anak anak",taman edukasi perikanan wisata mangrove berperahu seru edukatif anak anak,taman edukasi ikan wisata mangrove perahu seru edukatif anak anak,"Taman Edukasi Perikanan dan wisata Mangrove Berperahu, seru dan edukatif bagi anak anak",5,Arkais Sujud,2024-12-29T10:33:44.975Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Lokasi Smart Fishery Village, integrasi perikanan di bidang budidaya ikan, penangkapan ikan, pengolahan ikan dan tempat wisata. Ada wisata Mangrove pakai kapal, ada kolam terpal bundar untuk budidaya ikan dan udang, ada tempat pembesaran Kepiting Bakau sistem lemari, ada tempat pembesaran kepiting cangkang lunak, ada tempat pembesaran ikan air payau lainnya. Tersedia juga tempat ngopi dan jajan, ada kamar kecil dan mushola.
Mantap, semoga selalu terjaga dan semakin sukses. 👍🏽👍🏽",lokasi smart fishery village integrasi perikanan bidang budidaya ikan penangkapan ikan pengolahan ikan wisata wisata mangrove pakai kapal kolam terpal bundar budidaya ikan udang pembesaran kepiting bakau sistem lemari pembesaran kepiting cangkang lunak pembesaran ikan air payau tersedia ngopi jajan kamar mushola mantap semoga terjaga sukses,lokasi smart fishery village integrasi ikan bidang budidaya ikan tangkap ikan olah ikan wisata wisata mangrove pakai kapal kolam terpal bundar budidaya ikan udang besar kepiting bakau sistem lemari besar kepiting cangkang lunak besar ikan air payau sedia ngopi jajan kamar mushola mantap moga jaga sukses,"Lokasi Smart Fishery Village, integrasi perikanan di bidang budidaya ikan, penangkapan ikan, pengolahan ikan dan tempat wisata. Ada wisata Mangrove pakai kapal, ada kolam terpal bundar untuk budidaya ikan dan udang, ada tempat pembesaran Kepiting Bakau sistem lemari, ada tempat pembesaran kepiting cangkang lunak, ada tempat pembesaran ikan air payau lainnya. Tersedia juga tempat ngopi dan jajan, ada kamar kecil dan mushola.
Mantap, semoga selalu terjaga dan semakin sukses. 👍🏽👍🏽",5,Andrianto,2024-12-15T23:55:47.502Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tambang pasir Bangka Belitung,tambang pasir bangka belitung,tambang pasir bangka belitung,Tambang pasir Bangka Belitung,5,Ryan 03,2024-08-01T04:53:39.861Z,Mangrove Kurau,Kepulauan Bangka Belitung
Mangrove keren..,mangrove keren,mangrove keren,Mangrove keren..,5,Karyana Yana,2024-06-18T03:34:00.207Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempatnya bagus untuk edukasi, menawarkan wisata yang lengkap tentang mangrove dan pelestarian pesisir. Ada wahana susur sungai.",tempatnya bagus edukasi menawarkan wisata lengkap mangrove pelestarian pesisir wahana susur sungai,tempat bagus edukasi tawar wisata lengkap mangrove lestari pesisir wahana susur sungai,"Tempatnya bagus untuk edukasi, menawarkan wisata yang lengkap tentang mangrove dan pelestarian pesisir. Ada wahana susur sungai.",5,Mas Mito,2024-04-12T18:39:21.648Z,Mangrove Kurau,Kepulauan Bangka Belitung
Mantap buat mancing,mantap mancing,mantap mancing,Mantap buat mancing,1,Yufa Kania,2024-03-31T13:15:05.821Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Seneng melihat kawasan ini dijaga, dikelola n dilestarikan....",senang kawasan dijaga dikelola dilestarikan,senang kawasan jaga kelola lestari,"Seneng melihat kawasan ini dijaga, dikelola n dilestarikan....",5,utari ayudewi,2023-11-22T13:33:29.886Z,Mangrove Kurau,Kepulauan Bangka Belitung
Mangrove alam tua yg terjaga baik....kth kurau Barat luar biasa...sangat cocok.sebagai eduekowisata n perlu dikembangkan,mangrove alam tua terjaga kth kurau barat cocok eduekowisata dikembangkan,mangrove alam tua jaga kth kurau barat cocok eduekowisata kembang,Mangrove alam tua yg terjaga baik....kth kurau Barat luar biasa...sangat cocok.sebagai eduekowisata n perlu dikembangkan,5,Ayu Dewi,2023-11-17T11:44:49.114Z,Mangrove Kurau,Kepulauan Bangka Belitung
Mangrove yang masih alami dan asri,mangrove alami asri,mangrove alami asri,Mangrove yang masih alami dan asri,5,Aji Firmansyah,2023-08-01T03:41:43.910Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempatnya bersih yah,tempatnya bersih,tempat bersih,Tempatnya bersih yah,5,indah handayani,2023-07-14T08:10:32.593Z,Mangrove Kurau,Kepulauan Bangka Belitung
Sedang dalam perbaikan jadi tidak dapat berkunjung cuma bs foto didepannya.,perbaikan berkunjung foto didepannya,baik kunjung foto depan,Sedang dalam perbaikan jadi tidak dapat berkunjung cuma bs foto didepannya.,2,tya dwie,2023-07-10T11:06:47.659Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Sudah tidak beroperasi lagi untuk waktu yang lama, cukup menyesal karna sudah perjalanan jauh..",beroperasi waktu menyesal perjalanan,operasi waktu sesal jalan,"Sudah tidak beroperasi lagi untuk waktu yang lama, cukup menyesal karna sudah perjalanan jauh..",1,Richo Rema,2023-06-04T04:01:57.943Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Tempat sudah tutup, tidak ada aktivitas lagi",tutup aktivitas,tutup aktivitas,"Tempat sudah tutup, tidak ada aktivitas lagi",1,Deddy Agus,2023-04-26T15:49:32.611Z,Mangrove Kurau,Kepulauan Bangka Belitung
Ladi renovasi.,ladi renovasi,ladi renovasi,Ladi renovasi.,3,Jesika Sitorus,2023-03-18T02:01:27.091Z,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus tempatnya buat hunting photo .. ada perahu boatnya jg tambah gokil tracknya bikin nagih.. keren banget wajib kesini kalau lagi di bangka,bagus tempatnya hunting photo perahu boatnya gila tracknya bikin nagih keren banget wajib kesini bangka,bagus tempat hunting photo perahu boatnya gila tracknya bikin nagih keren banget wajib kesini bangka,Bagus tempatnya buat hunting photo .. ada perahu boatnya jg tambah gokil tracknya bikin nagih.. keren banget wajib kesini kalau lagi di bangka,5,Ruchy Rizhuu,2023-02-16T02:13:16.968Z,Mangrove Kurau,Kepulauan Bangka Belitung
tempat dmna kita bsa beljar lebih bnyk tentang nikmat alam,dimana beljar nikmat alam,mana beljar nikmat alam,tempat dmna kita bsa beljar lebih bnyk tentang nikmat alam,5,Themmy Allief,2022-09-20T04:32:09.150Z,Mangrove Kurau,Kepulauan Bangka Belitung
Kolam udang dengan sistem bioplog dikembangkan disini. Hasilnya cukup baik,kolam udang sistem bioplog dikembangkan hasilnya,kolam udang sistem bioplog kembang hasil,Kolam udang dengan sistem bioplog dikembangkan disini. Hasilnya cukup baik,5,MANSAH SWARAGAMMA,2022-08-26T00:57:11.913Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat yang bagus untuk belajar mengenai mangrove di alam. Ada fasilitas Perahu juga tapi sedang tidak beroperasi. Rekomendasi untuk kunjungan keluarga dan anak anak.,bagus belajar mangrove alam fasilitas perahu beroperasi rekomendasi kunjungan keluarga anak anak,bagus ajar mangrove alam fasilitas perahu operasi rekomendasi kunjung keluarga anak anak,Tempat yang bagus untuk belajar mengenai mangrove di alam. Ada fasilitas Perahu juga tapi sedang tidak beroperasi. Rekomendasi untuk kunjungan keluarga dan anak anak.,5,ilman ilman,2022-05-16T06:30:40.707Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tutup saat libur padahal sudah seminggu setelah lebaran Idul Futri 2022,tutup libur seminggu lebaran idul futri,tutup libur minggu lebaran idul futri,Tutup saat libur padahal sudah seminggu setelah lebaran Idul Futri 2022,4,Ita Sualia,2022-05-16T00:16:28.613Z,Mangrove Kurau,Kepulauan Bangka Belitung
Sangat membantu,membantu,bantu,Sangat membantu,5,Jondi Channel,2022-04-25T15:34:34.050Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Wisata hutan mangrove yang berada di Kurau Barat ini sangat rekomendasi buat kalian yang suka berkunjung ke tempat wisata alam. Disini terdapat sewa boat (10rb/orang) yang bisa disewa untuk berkeliling di area hutan mangrove, selain itu yang tidak mau menggunakan boat, bisa berjalan kaki menyusuri hutan. Terdapat warung di area parkir dan toilet umum.",wisata hutan mangrove kurau barat rekomendasi suka berkunjung wisata alam sewa boat ribu disewa berkeliling area hutan mangrove boat berjalan kaki menyusuri hutan warung area parkir toilet umum,wisata hutan mangrove kurau barat rekomendasi suka kunjung wisata alam sewa boat ribu sewa keliling area hutan mangrove boat jalan kaki susur hutan warung area parkir toilet umum,"Wisata hutan mangrove yang berada di Kurau Barat ini sangat rekomendasi buat kalian yang suka berkunjung ke tempat wisata alam. Disini terdapat sewa boat (10rb/orang) yang bisa disewa untuk berkeliling di area hutan mangrove, selain itu yang tidak mau menggunakan boat, bisa berjalan kaki menyusuri hutan. Terdapat warung di area parkir dan toilet umum.",5,Andi Julian,2022-04-13T07:43:46.585Z,Mangrove Kurau,Kepulauan Bangka Belitung
Experiencenya luar biasa,experiencenya,experiencenya,Experiencenya luar biasa,5,Muhammad Al Fachrezy,2022-03-14T04:27:32.700Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempat edukasi mangrove dan edukasi udang Vaname yang di kelola oleh komunitas lingkungan,edukasi mangrove edukasi udang vaname kelola komunitas lingkungan,edukasi mangrove edukasi udang vaname kelola komunitas lingkung,Tempat edukasi mangrove dan edukasi udang Vaname yang di kelola oleh komunitas lingkungan,5,Grace Waty,2022-03-05T02:16:13.044Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Sudah tidak terawat dan tidak bisa dikunjungi lagi karena jalan setapaknya sudah rusak, sangat disayangkan",terawat dikunjungi jalan setapaknya rusak disayangkan,awat kunjung jalan setapak rusak sayang,"Sudah tidak terawat dan tidak bisa dikunjungi lagi karena jalan setapaknya sudah rusak, sangat disayangkan",2,Dimas Prakasa,2022-02-28T12:09:05.683Z,Mangrove Kurau,Kepulauan Bangka Belitung
Nice place,nice place,nice place,Nice place,5,Agusnari Bafadol,2022-02-13T04:17:02.309Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Mangrove Munjang adalah kawasan konservasi pohon Mangrove dan spesies lainnya yang hidup di tepi pantai atau tempat yang berlumpur.
Taman Wisata Hutan Mangrove Munjang ini sekarang sudah sepi pengunjung sejak pandemi Covid.
Jembatan kayu yang meliuk-liuk di dalam hutan ini sudah rapuh dan ada yang roboh sama sekali.
Diperlukan dana yang tidak sedikit untuk memulihkan kembali wisata Hutan Mangrove ini.
#savehutanmngrove",mangrove munjang kawasan konservasi pohon mangrove spesies hidup tepi pantai berlumpur taman wisata hutan mangrove munjang sepi pengunjung pandemi covid jembatan kayu meliuk liuk hutan rapuh roboh dana memulihkan wisata hutan mangrove savehutanmngrove,mangrove munjang kawasan konservasi pohon mangrove spesies hidup tepi pantai lumpur taman wisata hutan mangrove munjang sepi unjung pandemi covid jembatan kayu liuk liuk hutan rapuh roboh dana pulih wisata hutan mangrove savehutanmngrove,"Mangrove Munjang adalah kawasan konservasi pohon Mangrove dan spesies lainnya yang hidup di tepi pantai atau tempat yang berlumpur.
Taman Wisata Hutan Mangrove Munjang ini sekarang sudah sepi pengunjung sejak pandemi Covid.
Jembatan kayu yang meliuk-liuk di dalam hutan ini sudah rapuh dan ada yang roboh sama sekali.
Diperlukan dana yang tidak sedikit untuk memulihkan kembali wisata Hutan Mangrove ini.
#savehutanmngrove",4,Dachriyanto Toto,2022-02-01T14:22:59.171Z,Mangrove Kurau,Kepulauan Bangka Belitung
alami. indah. belajar,alami indah belajar,alami indah ajar,alami. indah. belajar,5,sport aL kahfi,2022-01-23T03:57:29.734Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Asri, tempat parkir memadai",asri parkir memadai,asri parkir pada,"Asri, tempat parkir memadai",5,Jimmy Arief,2022-01-21T03:26:16.524Z,Mangrove Kurau,Kepulauan Bangka Belitung
keren,keren,keren,keren,5,Isbandy Isbandy,2022-01-20T04:51:25.626Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Kereen, keliling naek boat, terus jalan kaki di jembatan kayu, kl datang kesini sore hari sebaiknya tangan & kaki dikasih lotion anti nyamuk dl yah..",keren keliling boat jalan kaki jembatan kayu kesini sore tangan kaki dikasih lotion anti nyamuk,keren keliling boat jalan kaki jembatan kayu kesini sore tangan kaki kasih lotion anti nyamuk,"Kereen, keliling naek boat, terus jalan kaki di jembatan kayu, kl datang kesini sore hari sebaiknya tangan & kaki dikasih lotion anti nyamuk dl yah..",5,Oka Azhar,2022-01-05T01:53:48.359Z,Mangrove Kurau,Kepulauan Bangka Belitung
tempat wisata ter recomended sih ini!!!,wisata ter recomended,wisata ter recomended,tempat wisata ter recomended sih ini!!!,5,daryati sri,2022-01-01T08:52:16.398Z,Mangrove Kurau,Kepulauan Bangka Belitung
nice place,nice place,nice place,nice place,5,Gal Prawira,2021-12-21T06:04:19.680Z,Mangrove Kurau,Kepulauan Bangka Belitung
Mantaf,mantaf,mantaf,Mantaf,5,Muhammad Arsal,2021-12-18T04:50:18.546Z,Mangrove Kurau,Kepulauan Bangka Belitung
Temapt yang arsi dan indah,temapt arsi indah,temapt arsi indah,Temapt yang arsi dan indah,5,Eko Kurnia,2021-11-09T23:43:19.810Z,Mangrove Kurau,Kepulauan Bangka Belitung
Maa Syaa Allah,maa syaa allah,maa syaa allah,Maa Syaa Allah,5,Yezil Yulia Andika,2021-11-07T07:56:19.596Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Adem di cuaca terik..
Sensasi naik kapal speedboat yang berliku melewati hutan, bikin sering berkunjung lagi",adem cuaca terik sensasi kapal speedboat berliku melewati hutan bikin berkunjung,adem cuaca terik sensasi kapal speedboat liku lewat hutan bikin kunjung,"Adem di cuaca terik..
Sensasi naik kapal speedboat yang berliku melewati hutan, bikin sering berkunjung lagi",5,Andreyanus Eko Pudjianto,2021-10-10T06:45:04.040Z,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata alam mangrove munjang teeletak di desa kurau bangka tengah,wisata alam mangrove munjang teeletak desa kurau bangka tengah,wisata alam mangrove munjang teeletak desa kurau bangka tengah,Wisata alam mangrove munjang teeletak di desa kurau bangka tengah,3,Rin Kngo749 (Rinkngo),2021-10-05T05:52:41.240Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Wisata hutan manggrove, yg paling oke kita bisa ajak anak-anak utk seru-seruan naik kapal speed..pekerjanya ramah2..recomended dikunjungi utk mengisi akhir pekan",wisata hutan manggrove oke ajak anak anak seru seruan kapal speed pekerjanya ramah recomended dikunjungi mengisi pekan,wisata hutan manggrove oke ajak anak anak seru seru kapal speed kerja ramah recomended kunjung isi pekan,"Wisata hutan manggrove, yg paling oke kita bisa ajak anak-anak utk seru-seruan naik kapal speed..pekerjanya ramah2..recomended dikunjungi utk mengisi akhir pekan",5,Dedek A. K.,2021-09-19T07:03:51.702Z,Mangrove Kurau,Kepulauan Bangka Belitung
Okee,okee,okee,Okee,5,surya Dharma,2021-08-21T15:13:36.973Z,Mangrove Kurau,Kepulauan Bangka Belitung
Satu hal yang mengesankan d kurau aku mengenalny dan slalu mencintainy,mengesankan kurau mengenalny mencintainy,kesan kurau mengenalny mencintainy,Satu hal yang mengesankan d kurau aku mengenalny dan slalu mencintainy,5,one click,2021-07-09T15:15:03.460Z,Mangrove Kurau,Kepulauan Bangka Belitung
Maintenance required,maintenance required,maintenance required,Maintenance required,5,Alexander Li,2021-07-07T06:49:24.830Z,Mangrove Kurau,Kepulauan Bangka Belitung
Lingkungan asri dan jarak jangkauan dari ibukota Pkp dekat...,lingkungan asri jarak jangkauan ibukota pkp,lingkung asri jarak jangkau ibukota pkp,Lingkungan asri dan jarak jangkauan dari ibukota Pkp dekat...,5,Peradi Sijanta Sitepu,2021-06-30T09:35:03.733Z,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus jika terawat dgn baik. Keren..,bagus terawat keren,bagus awat keren,Bagus jika terawat dgn baik. Keren..,4,Harjunan dipta,2021-06-19T00:37:00.106Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Keren tempatnya, bagus banget..
Sempetin naik boat keliling mangrove, seru asli..",keren tempatnya bagus banget sempetin boat keliling mangrove seru asli,keren tempat bagus banget sempetin boat keliling mangrove seru asli,"Keren tempatnya, bagus banget..
Sempetin naik boat keliling mangrove, seru asli..",4,Ahmad Edi Susilo,2021-06-15T06:27:51.021Z,Mangrove Kurau,Kepulauan Bangka Belitung
"mau cari oxigen bersih, datang ke kurau munjang",cari oxigen bersih kurau munjang,cari oxigen bersih kurau munjang,"mau cari oxigen bersih, datang ke kurau munjang",5,Kanaya Adista,2021-06-04T04:59:15.190Z,Mangrove Kurau,Kepulauan Bangka Belitung
Seruuu,seru,seru,Seruuu,5,Apotek Mandiri Pharma,2021-06-03T08:52:12.736Z,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus untuk edukasi,bagus edukasi,bagus edukasi,Bagus untuk edukasi,4,ASWIND BPBD,2021-06-01T17:17:30.815Z,Mangrove Kurau,Kepulauan Bangka Belitung
Wisata alam bangka tengah,wisata alam bangka tengah,wisata alam bangka tengah,Wisata alam bangka tengah,4,Heru Nursaid,2021-05-17T15:02:13.700Z,Mangrove Kurau,Kepulauan Bangka Belitung
Menjual berbagai macam jenis ikan cupang,menjual jenis ikan cupang,jual jenis ikan cupang,Menjual berbagai macam jenis ikan cupang,5,Dede Geri Pratama,2021-04-14T12:34:00.639Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Begitu masuk ke dalam, serasa masuk dunia lain",serasa dunia,serasa dunia,"Begitu masuk ke dalam, serasa masuk dunia lain",5,Taharudin,2021-04-02T06:01:03.313Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Mantap, dgn mengunakan perahu menikmati kesejukan hutan bakau ada ditempat ini.Banyak spot buat kita foto2.",mantap mengunakan perahu menikmati kesejukan hutan bakau ditempat spot foto,mantap mengunakan perahu nikmat sejuk hutan bakau tempat spot foto,"Mantap, dgn mengunakan perahu menikmati kesejukan hutan bakau ada ditempat ini.Banyak spot buat kita foto2.",4,Layandy Ho,2021-03-20T12:25:32.281Z,Mangrove Kurau,Kepulauan Bangka Belitung
Bagus dan indah,bagus indah,bagus indah,Bagus dan indah,5,Maya Ulfah,2021-02-11T07:26:42.544Z,Mangrove Kurau,Kepulauan Bangka Belitung
wisata mangrove.. recommended.. namun sebaiknya perlu diganti kayu2 pijakan yg sudah rapuh,wisata mangrove recommended diganti kayu pijakan rapuh,wisata mangrove recommended ganti kayu pijak rapuh,wisata mangrove.. recommended.. namun sebaiknya perlu diganti kayu2 pijakan yg sudah rapuh,5,Pradipta Atmokotomo,2021-02-08T08:45:42.368Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Mantap tempatnya asik, seru naik perahuanya",mantap tempatnya asik seru perahuanya,mantap tempat asik seru perahuanya,"Mantap tempatnya asik, seru naik perahuanya",5,Johan ajah,2021-02-06T04:48:57.866Z,Mangrove Kurau,Kepulauan Bangka Belitung
"Masuknya tidak bayar, hanya bayar sewa jika naik kapal atau Speedboat saja, dan itupun sangat murah dan seruuuuuu. Tempatnya (hutan-hutanya) masih alami dan asri, kamar mandi nya bersih.",masuknya bayar bayar sewa kapal speedboat itupun murah seruuuuuu tempatnya hutan hutanya alami asri kamar mandi bersih,masuk bayar bayar sewa kapal speedboat itu murah seruuuuuu tempat hutan hutanya alami asri kamar mandi bersih,"Masuknya tidak bayar, hanya bayar sewa jika naik kapal atau Speedboat saja, dan itupun sangat murah dan seruuuuuu. Tempatnya (hutan-hutanya) masih alami dan asri, kamar mandi nya bersih.",5,Thamira Umardi,2021-01-24T12:54:17.414Z,Mangrove Kurau,Kepulauan Bangka Belitung
Senang,senang,senang,Senang,5,Alfa alfian Rouf,2021-01-15T11:09:04.003Z,Mangrove Kurau,Kepulauan Bangka Belitung
Indah,indah,indah,Indah,5,Dr. Otomotif Bangka Belitung,2021-01-06T08:30:00.631Z,Mangrove Kurau,Kepulauan Bangka Belitung
Tempatnya ssmakin bagus. Trek di mangrove nya semakin panjang.,tempatnya ssmakin bagus trek mangrove,tempat ssmakin bagus trek mangrove,Tempatnya ssmakin bagus. Trek di mangrove nya semakin panjang.,5,Ahmad Zulfikar,2021-01-04T04:13:35.178Z,Mangrove Kurau,Kepulauan Bangka Belitung
Good,good,good,Good,5,Oppo A71/3,2021-01-02T14:04:43.096Z,Mangrove Kurau,Kepulauan Bangka Belitung
Seru saat naik speedboad... apalgi waktu di tikungan tajam...,seru speedboad waktu tikungan tajam,seru speedboad waktu tikung tajam,Seru saat naik speedboad... apalgi waktu di tikungan tajam...,5,Rido Junalian,2020-12-31T14:57:31.508Z,Mangrove Kurau,Kepulauan Bangka Belitung
Klo mau berpetualang kecil2an dlm hutan ngajak bocil boleh juga,kalo berpetualang an hutan mengajak bocil,kalo tualang an hutan ajak bocil,Klo mau berpetualang kecil2an dlm hutan ngajak bocil boleh juga,5,Annizargiyarni,2020-12-31T09:49:39.101Z,Mangrove Kurau,Kepulauan Bangka Belitung
Indah ciptakan,indah ciptakan,indah cipta,Indah ciptakan,5,Nia /Lavenia,2020-12-28T14:35:46.485Z,Mangrove Kurau,Kepulauan Bangka Belitung
Seru naik speedboatnya meskipun rada takut 🤣 bisa jalan-jalan juga mengelilingi mangrovenya...,seru speedboatnya rada takut jalan jalan mengelilingi mangrovenya,seru speedboatnya rada takut jalan jalan keliling mangrovenya,Seru naik speedboatnya meskipun rada takut 🤣 bisa jalan-jalan juga mengelilingi mangrovenya...,5,Husnul Khotimah,2020-12-14T08:28:57.343Z,Mangrove Kurau,Kepulauan Bangka Belitung
Menyenangkan apalagi kita naik motorboot,menyenangkan motorboot,senang motorboot,Menyenangkan apalagi kita naik motorboot,4,siti saidah,2020-12-14T00:41:51.905Z,Mangrove Kurau,Kepulauan Bangka Belitung
Lumayan menjanjikan tuk tempat rekreasi,lumayan menjanjikan rekreasi,lumayan janji rekreasi,Lumayan menjanjikan tuk tempat rekreasi,5,Erwin Saputra,2020-12-10T09:42:05.153Z,Mangrove Kurau,Kepulauan Bangka Belitung
