review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
Nyaman senyaman senyum mu,nyaman senyaman senyum mu,nyaman nyaman senyum mu,Nyaman senyaman senyum mu,4,A.Fahmi Rudini,2023-12-21T11:06:49.252Z,Kampung Marengo Baduy,Banten
Okok,okok,okok,Okok,5,Anita Amira,2023-12-18T16:09:30.559Z,Kampung Marengo Baduy,Banten
Akses jalan sangat mudah dan bisa diakses menggunakan kendaraan umum,akses jalan mudah diakses kendaraan umum,akses jalan mudah akses kendara umum,Akses jalan sangat mudah dan bisa diakses menggunakan kendaraan umum,5,Arif Afandi,2023-12-11T09:58:48.328Z,Kampung Marengo Baduy,Banten
Cukup mengasik kan melihat kehidupan suku baduy,mengasik kehidupan suku baduy,mengasik hidup suku baduy,Cukup mengasik kan melihat kehidupan suku baduy,4,Al “ACON” Marson,2023-12-08T21:30:48.352Z,Kampung Marengo Baduy,Banten
Perjalanan yg berharga dan penuh makna,perjalanan berharga penuh makna,jalan harga penuh makna,Perjalanan yg berharga dan penuh makna,5,Risa Garut,2023-11-13T04:44:23.312Z,Kampung Marengo Baduy,Banten
"Treknya repot, tapi mantap,  tenang suasananya",treknya repot mantap tenang suasananya,trek repot mantap tenang suasana,"Treknya repot, tapi mantap,  tenang suasananya",5,Sapaat Abidin,2023-10-13T23:25:16.339Z,Kampung Marengo Baduy,Banten
"Harus bawa budget lebih untuk biaya makan dan beli kerajinan. Baduy luas dan rindang, tidak cukup sehari untuk explore kesana.",bawa budget biaya makan beli kerajinan baduy luas rindang sehari explore kesana,bawa budget biaya makan beli rajin baduy luas rindang hari explore kesana,"Harus bawa budget lebih untuk biaya makan dan beli kerajinan. Baduy luas dan rindang, tidak cukup sehari untuk explore kesana.",4,Haykal Mushafa (Haykal),2023-09-12T08:03:38.674Z,Kampung Marengo Baduy,Banten
Suku baduy banten,suku baduy banten,suku baduy banten,Suku baduy banten,5,Ayi Astaman,2023-09-01T12:54:05.198Z,Kampung Marengo Baduy,Banten
"Homestay kami ketika kami menginap, penduduk nya ramah ramah, sudah terbiasa dikunjungi oleh para wisatawan baik lokal maupun mancanegara",homestay menginap penduduk ramah ramah terbiasa dikunjungi wisatawan lokal mancanegara,homestay inap duduk ramah ramah biasa kunjung wisatawan lokal mancanegara,"Homestay kami ketika kami menginap, penduduk nya ramah ramah, sudah terbiasa dikunjungi oleh para wisatawan baik lokal maupun mancanegara",5,Eti Heryati,2023-08-31T13:14:04.453Z,Kampung Marengo Baduy,Banten
Pengalaman berharga yang tak bisa dilupakan,pengalaman berharga dilupakan,alam harga lupa,Pengalaman berharga yang tak bisa dilupakan,5,Muthakin Al Maraky,2023-07-30T10:15:01.386Z,Kampung Marengo Baduy,Banten
Pengalaman yg luar biasa bisa ke baduy . Next time ajak temen lebih banyak lagi buat kebaduy,pengalaman baduy next time ajak teman kebaduy,alam baduy next time ajak teman kebaduy,Pengalaman yg luar biasa bisa ke baduy . Next time ajak temen lebih banyak lagi buat kebaduy,5,Opi Coprit,2023-07-24T04:15:47.423Z,Kampung Marengo Baduy,Banten
Pemberhentian pertama sebelum masuk kampung baduy,pemberhentian kampung baduy,henti kampung baduy,Pemberhentian pertama sebelum masuk kampung baduy,5,Siti Fauziah,2023-07-19T03:19:54.007Z,Kampung Marengo Baduy,Banten
Bagus untuk mengenal salah satu budaya di indonesia..,bagus mengenal salah budaya indonesia,bagus kenal salah budaya indonesia,Bagus untuk mengenal salah satu budaya di indonesia..,5,Ella,2023-07-10T11:13:21.705Z,Kampung Marengo Baduy,Banten
"Tempat bagus, masih memelihara adat istiadat dan kebudayaannya dengan baik, cuma harga barang kerajinan yg dibuat sendiri dan hasil tanaman dijual standar dengan diluaran jadi tdk ada bedanya",bagus memelihara adat istiadat kebudayaannya harga barang kerajinan hasil tanaman dijual standar diluaran bedanya,bagus pelihara adat istiadat budaya harga barang rajin hasil tanam jual standar luar beda,"Tempat bagus, masih memelihara adat istiadat dan kebudayaannya dengan baik, cuma harga barang kerajinan yg dibuat sendiri dan hasil tanaman dijual standar dengan diluaran jadi tdk ada bedanya",4,iwan purnawarman,2023-07-06T13:27:19.097Z,Kampung Marengo Baduy,Banten
Seru,seru,seru,Seru,5,imam jo,2023-06-26T07:58:18.041Z,Kampung Marengo Baduy,Banten
"Destinasi alam yg masih alami sejuk dan jauh dari internetan,karena lampu listrik tidak boleh dipasang,serasa kembali ke masa kecil",destinasi alam alami sejuk internetan lampu listrik dipasang serasa,destinasi alam alami sejuk internetan lampu listrik pasang serasa,"Destinasi alam yg masih alami sejuk dan jauh dari internetan,karena lampu listrik tidak boleh dipasang,serasa kembali ke masa kecil",5,Murdi Abdullah,2023-06-26T05:34:59.946Z,Kampung Marengo Baduy,Banten
Berasa pengen saba kesana lagi. 🤗,berasa pengin saba kesana,asa pengin saba kesana,Berasa pengen saba kesana lagi. 🤗,5,Ismat vovi,2023-06-24T17:56:31.377Z,Kampung Marengo Baduy,Banten
Suasana yg sejuk tentram damai ..warga yg ramah ...,suasana sejuk tentram damai warga ramah,suasana sejuk tentram damai warga ramah,Suasana yg sejuk tentram damai ..warga yg ramah ...,5,Achenko Sundawisesa,2023-06-14T11:22:41.029Z,Kampung Marengo Baduy,Banten
"Pengalaman baru bertemu suku yang unik, ramah, lingkungan yang asri , udaranya segar dan bersih..",pengalaman bertemu suku unik ramah lingkungan asri udaranya segar bersih,alam temu suku unik ramah lingkung asri udara segar bersih,"Pengalaman baru bertemu suku yang unik, ramah, lingkungan yang asri , udaranya segar dan bersih..",5,Dina Sihaloho,2023-06-14T01:59:27.954Z,Kampung Marengo Baduy,Banten
Josss,josss,josss,Josss,5,Nurul Chafid,2023-06-11T15:25:27.129Z,Kampung Marengo Baduy,Banten
top,top,top,top,4,Aryo Dwi,2023-06-06T11:21:16.243Z,Kampung Marengo Baduy,Banten
Bagus.. indah.. asri.. adem.. unik dan dureenn..,bagus indah asri adem unik dureenn,bagus indah asri adem unik dureenn,Bagus.. indah.. asri.. adem.. unik dan dureenn..,5,Sully Hasan,2023-06-01T15:24:09.940Z,Kampung Marengo Baduy,Banten
"Disini tenpat y klo mau terasa nuansa perkampungan jaman dulu tdk ada listrik saat malam
Asri dan sejuk ....",tenpat kalo nuansa perkampungan jaman listrik malam asri sejuk,tenpat kalo nuansa kampung jaman listrik malam asri sejuk,"Disini tenpat y klo mau terasa nuansa perkampungan jaman dulu tdk ada listrik saat malam
Asri dan sejuk ....",5,JELAJAH BANTEN19,2023-06-01T12:09:33.901Z,Kampung Marengo Baduy,Banten
"Sudah beberpa kali kesini, numpang makan nasi liwet, tiket retribusi masuk 5rb perorang.
waktu yg pas kesini pada saat musim durian bagi yg suka durian, selain harga murah rasanya juga manteb bgt karna rata² durian yg dijual matang pohon.",beberpa kesini numpang makan nasi liwet tiket retribusi ribu perorang waktu pas kesini musim durian suka durian harga murah mantap banget rata durian dijual matang pohon,beberpa kesini numpang makan nasi liwet tiket retribusi ribu orang waktu pas kesini musim durian suka durian harga murah mantap banget rata durian jual matang pohon,"Sudah beberpa kali kesini, numpang makan nasi liwet, tiket retribusi masuk 5rb perorang.
waktu yg pas kesini pada saat musim durian bagi yg suka durian, selain harga murah rasanya juga manteb bgt karna rata² durian yg dijual matang pohon.",5,Ikbal Kemponkk,2023-05-29T10:36:21.760Z,Kampung Marengo Baduy,Banten
"Berbayar 5000/pengunjung,, siapkan fisik,alaskaki yg nyaman krna jalan kaki yg turun naik yg bikin lutut paha pegel beeddd hehehe,, ini bukan jembatan akar ya,, jgn bawa barang"" klo hanya ingin wisata, krna mreka jg byk yg berjualan dan bs sambil rehat,, jangan lupa jaga selalu kebersihan, jangan buang sampah sembarangan,,",berbayar pengunjung siapkan fisik alaskaki nyaman jalan kaki turun bikin lutut paha pegel beeddd hehehe jembatan akar bawa barang kalo wisata berjualan rehat lupa jaga kebersihan buang sampah sembarangan,bayar unjung siap fisik alaskaki nyaman jalan kaki turun bikin lutut paha gel beeddd hehehe jembatan akar bawa barang kalo wisata jual rehat lupa jaga bersih buang sampah sembarang,"Berbayar 5000/pengunjung,, siapkan fisik,alaskaki yg nyaman krna jalan kaki yg turun naik yg bikin lutut paha pegel beeddd hehehe,, ini bukan jembatan akar ya,, jgn bawa barang"" klo hanya ingin wisata, krna mreka jg byk yg berjualan dan bs sambil rehat,, jangan lupa jaga selalu kebersihan, jangan buang sampah sembarangan,,",4,Ayyu Prawira,2023-05-10T14:04:14.216Z,Kampung Marengo Baduy,Banten
Sangat senang dan bikin betah suasana asri dan sejuk mengingatkan kita pada tahun 70 an,senang bikin betah suasana asri sejuk tahun an,senang bikin betah suasana asri sejuk tahun an,Sangat senang dan bikin betah suasana asri dan sejuk mengingatkan kita pada tahun 70 an,5,aa Jago,2023-04-30T04:06:19.376Z,Kampung Marengo Baduy,Banten
"Wisatanya sangat religius, dan penduduknya pun ramah",wisatanya religius penduduknya ramah,wisata religius duduk ramah,"Wisatanya sangat religius, dan penduduknya pun ramah",5,Paisal,2023-04-29T00:40:05.736Z,Kampung Marengo Baduy,Banten
mantap banget,mantap banget,mantap banget,mantap banget,5,cemara wijaya,2023-04-16T23:27:51.095Z,Kampung Marengo Baduy,Banten
"Baduy bahasa keseharian nya Sunda wujud y sma sprti org pd umum nya yg mmbedakan adat nya, cara berpakaian nya,keseharian nya pun msih sama sprti ortu ku ketika di ladang ,yg unik barang moderen dan sekolah gk di perboleh kan,kcuali baduy luar",baduy bahasa keseharian sunda wujud umum mmbedakan adat berpakaian keseharian tua ku ladang unik barang moderen sekolah perboleh kcuali baduy,baduy bahasa hari sunda wujud umum mmbedakan adat pakai hari tua ku ladang unik barang moderen sekolah boleh kcuali baduy,"Baduy bahasa keseharian nya Sunda wujud y sma sprti org pd umum nya yg mmbedakan adat nya, cara berpakaian nya,keseharian nya pun msih sama sprti ortu ku ketika di ladang ,yg unik barang moderen dan sekolah gk di perboleh kan,kcuali baduy luar",4,LIBRA Channel,2023-04-05T08:57:12.907Z,Kampung Marengo Baduy,Banten
Berasa ngabuburide nya,berasa ngabuburide,asa ngabuburide,Berasa ngabuburide nya,5,Edi Maruf,2023-04-02T11:37:32.633Z,Kampung Marengo Baduy,Banten
"Perjalanan yang luar biasa,tracking 2 jam dari desa Ciboleger,trakhir ada signal hape,
Harus siapkan fisik& mental,melewati jalan berbatu ,sungai kecil,hutan bambu,medan naik turun,sebaiknya memakai sepatu/ sandal gunung,membawa tongkat,secukupnya air minum/snack,semua terbayar indah & mengagumkan,tempat benar2 natural segala sesuatunya.",perjalanan tracking jam desa ciboleger trakhir signal hape siapkan fisik mental melewati jalan berbatu sungai hutan bambu medan turun memakai sepatu sandal gunung membawa tongkat air minum snack terbayar indah mengagumkan natural,jalan tracking jam desa ciboleger trakhir signal hape siap fisik mental lewat jalan batu sungai hutan bambu medan turun pakai sepatu sandal gunung bawa tongkat air minum snack bayar indah kagum natural,"Perjalanan yang luar biasa,tracking 2 jam dari desa Ciboleger,trakhir ada signal hape,
Harus siapkan fisik& mental,melewati jalan berbatu ,sungai kecil,hutan bambu,medan naik turun,sebaiknya memakai sepatu/ sandal gunung,membawa tongkat,secukupnya air minum/snack,semua terbayar indah & mengagumkan,tempat benar2 natural segala sesuatunya.",5,Sant Susanti,2023-03-21T00:00:18.693Z,Kampung Marengo Baduy,Banten
Keren nih tempat,keren,keren,Keren nih tempat,5,Bayu Murdiyanto,2023-02-04T03:40:06.924Z,Kampung Marengo Baduy,Banten
"Alhamdulillah selama stay di Banten , kesampaian juga berpijak di Tanah Baduy .
Sangat betah sekali .
Terima kasih 😊🙏",alhamdulillah stay banten berpijak tanah baduy betah terima kasih,alhamdulillah stay banten pijak tanah baduy betah terima kasih,"Alhamdulillah selama stay di Banten , kesampaian juga berpijak di Tanah Baduy .
Sangat betah sekali .
Terima kasih 😊🙏",5,Tedi Supriatna,2023-01-16T12:29:00.397Z,Kampung Marengo Baduy,Banten
Suasana lingkungan yang tenang sperti jaman saya kecil saat belum ada listrik. Perjalanan nya pun cukup menarik dengan pemandangan alam,suasana lingkungan tenang jaman listrik perjalanan menarik pemandangan alam,suasana lingkung tenang jaman listrik jalan tarik pandang alam,Suasana lingkungan yang tenang sperti jaman saya kecil saat belum ada listrik. Perjalanan nya pun cukup menarik dengan pemandangan alam,5,Hengky Yanuar,2023-01-09T04:30:04.422Z,Kampung Marengo Baduy,Banten
Luar biasa alam yang masih di jaga dengan baik memberikan suasana udara yang sejuk,alam jaga suasana udara sejuk,alam jaga suasana udara sejuk,Luar biasa alam yang masih di jaga dengan baik memberikan suasana udara yang sejuk,5,YATNO DWI HARTANTO,2023-01-06T11:40:42.792Z,Kampung Marengo Baduy,Banten
Ii,ii,ii,Ii,5,Sodik Juniantara,2023-01-05T03:10:15.983Z,Kampung Marengo Baduy,Banten
"Taon baruan ke Baduy dalam, walaupun perjalananny melelahkan
Tetapi pengalamanny sangat mengesankan, mulai dari warga²ny dan alam nya 😍.
#PesonaBaduy",tahun baruan baduy perjalananny melelahkan pengalamanny mengesankan warga alam pesonabaduy,tahun baru baduy perjalananny lelah pengalamanny kesan warga alam pesonabaduy,"Taon baruan ke Baduy dalam, walaupun perjalananny melelahkan
Tetapi pengalamanny sangat mengesankan, mulai dari warga²ny dan alam nya 😍.
#PesonaBaduy",5,Wahyu Utama,2023-01-03T07:24:37.111Z,Kampung Marengo Baduy,Banten
"Melihat keindahan alam dan budaya ...
Suasa yang asri seperti kembali ke masa lalu dimana belum ada sinyal dan penerangan.",keindahan alam budaya suasa asri dimana sinyal penerangan,indah alam budaya suasa asri mana sinyal terang,"Melihat keindahan alam dan budaya ...
Suasa yang asri seperti kembali ke masa lalu dimana belum ada sinyal dan penerangan.",5,Andrew Story41,2022-12-31T13:47:11.284Z,Kampung Marengo Baduy,Banten
"Niat kesana healing2, tapi risih ga sih tiba2 ada orang nyamperin terus nanya2 dan terus ngikutin, pas ditanya ternyata dia nge guide dengan tarif guide nya 200k nego. Dan padahal kita ga mau guide karena emang udh baca larangan dan aturan nya pas bayar tiket. Kalaupun emang di harusin pake guide kenapa engga di infokan pas beli tiket gitu, dan dengan harga yg jelas juga.",niat kesana healing risih nyamperin mengikuti pas nge guide tarif guide kak nego guide baca larangan aturan pas bayar tiket harusin pakai guide infokan pas beli tiket harga,niat kesana healing risih nyamperin ikut pas nge guide tarif guide kak nego guide baca larang atur pas bayar tiket harusin pakai guide info pas beli tiket harga,"Niat kesana healing2, tapi risih ga sih tiba2 ada orang nyamperin terus nanya2 dan terus ngikutin, pas ditanya ternyata dia nge guide dengan tarif guide nya 200k nego. Dan padahal kita ga mau guide karena emang udh baca larangan dan aturan nya pas bayar tiket. Kalaupun emang di harusin pake guide kenapa engga di infokan pas beli tiket gitu, dan dengan harga yg jelas juga.",4,Ari Andiyana,2022-12-27T07:04:28.671Z,Kampung Marengo Baduy,Banten
Ada pungli di tempat buku tamu,pungli buku tamu,pungli buku tamu,Ada pungli di tempat buku tamu,1,Deni Setiawan,2022-12-22T04:03:23.352Z,Kampung Marengo Baduy,Banten
"Eksotik, alam yg terjaga, benar2 alami",eksotik alam terjaga alami,eksotik alam jaga alami,"Eksotik, alam yg terjaga, benar2 alami",5,Widad Kamil,2022-12-11T16:31:01.426Z,Kampung Marengo Baduy,Banten
"Tempat nya masih alami,asri,indah ,udaranya bersih ,penduduknya ramah² ,pokoknya bagus....",alami asri indah udaranya bersih penduduknya ramah pokoknya bagus,alami asri indah udara bersih duduk ramah pokok bagus,"Tempat nya masih alami,asri,indah ,udaranya bersih ,penduduknya ramah² ,pokoknya bagus....",5,Taufik Doank,2022-12-08T12:49:57.578Z,Kampung Marengo Baduy,Banten
Mantap,mantap,mantap,Mantap,5,Zein Abdurrosyid,2022-12-04T06:01:27.314Z,Kampung Marengo Baduy,Banten
great place,great place,great place,great place,5,Vivi Ataini,2022-12-02T08:55:26.218Z,Kampung Marengo Baduy,Banten
Asri nyaman,asri nyaman,asri nyaman,Asri nyaman,5,Arif Wicaksono,2022-11-27T09:22:49.719Z,Kampung Marengo Baduy,Banten
"Tempat yg indah tenang dari keramaian..
Tapi karena faktor usia lututnya linu waktu turun naik arah pulang.... Beruntung dapat guide yg baik dan sabar",indah tenang keramaian faktor usia lututnya linu waktu turun arah pulang beruntung guide sabar,indah tenang ramai faktor usia lutut linu waktu turun arah pulang untung guide sabar,"Tempat yg indah tenang dari keramaian..
Tapi karena faktor usia lututnya linu waktu turun naik arah pulang.... Beruntung dapat guide yg baik dan sabar",5,Muryani Subroto,2022-11-21T14:49:13.668Z,Kampung Marengo Baduy,Banten
"Kampung Morenggo bersebelahan dengan kampung Gajeboh di area Baduy Luar.
Alamnya masih asri dan masyarakatnya sederhana, patuh pada aturan adat.",kampung morenggo bersebelahan kampung gajeboh area baduy alamnya asri masyarakatnya sederhana patuh aturan adat,kampung morenggo bahan kampung gajeboh area baduy alam asri masyarakat sederhana patuh atur adat,"Kampung Morenggo bersebelahan dengan kampung Gajeboh di area Baduy Luar.
Alamnya masih asri dan masyarakatnya sederhana, patuh pada aturan adat.",5,Ning Achie,2022-11-14T23:48:45.759Z,Kampung Marengo Baduy,Banten
Bener² ketagihan,ketagihan,tagih,Bener² ketagihan,5,Muh Marmil,2022-11-14T00:18:05.994Z,Kampung Marengo Baduy,Banten
Sangat menantang dan sehat itung2 olahraga,menantang sehat itung olahraga,tantang sehat itung olahraga,Sangat menantang dan sehat itung2 olahraga,5,Nugieajah Nugie,2022-11-13T01:26:55.276Z,Kampung Marengo Baduy,Banten
"Tempatnya sangat klasik. Sanitasi terkesan kurang bersih.

Yg lebih parah adalah jalan akses mobil ke desa sekitar...jelek sekali.",tempatnya klasik sanitasi terkesan bersih parah jalan akses mobil desa jelek,tempat klasik sanitasi kes bersih parah jalan akses mobil desa jelek,"Tempatnya sangat klasik. Sanitasi terkesan kurang bersih.

Yg lebih parah adalah jalan akses mobil ke desa sekitar...jelek sekali.",5,Helmon,2022-10-29T14:09:02.750Z,Kampung Marengo Baduy,Banten
Bagus,bagus,bagus,Bagus,5,I made Wiryasuta,2022-10-29T06:16:12.040Z,Kampung Marengo Baduy,Banten
